source_date,title,hook,mechanic,evidence,source_urls,boundary_note,editorial_dependency,assignment_status
10.06,Тимоня: ноги отвечают наигрышу,Как услышать момент для движения?,Отметить опорные доли подписанного наигрыша; включить видео и сопоставить их с движением танцующих.,Русские; курско-белгородское пограничье. Запись и исполнителей следует выбрать из материалов традиции.,https://www.culture.ru/objects/475/muzykalno-khoreograficheskaya-forma-timonya-v-tradicii-kursko-belgorodskogo-pogranichya,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
11.06,Карагод: круг не всегда движется одинаково,Как участники сохраняют общее движение?,На схеме одной записанной пляски выбрать направление шага; увидеть согласованное движение группы.,Русские; курско-белгородское пограничье. Запись и исполнителей следует выбрать из материалов традиции.,https://www.culture.ru/objects/475/muzykalno-khoreograficheskaya-forma-timonya-v-tradicii-kursko-belgorodskogo-pogranichya,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
12.06,Плясовой ансамбль: инструменты разговаривают,"Кто ведёт, а кто отвечает?",На общей записи отметить вступления инструментов; отдельные партии включать только при наличии исходных дорожек.,Русские; курско-белгородское пограничье. Запись и исполнителей следует выбрать из материалов традиции.,https://www.culture.ru/objects/475/muzykalno-khoreograficheskaya-forma-timonya-v-tradicii-kursko-belgorodskogo-pogranichya,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
13.06,Фощеватово: песня сопровождает полотьё,Может ли рабочее дело иметь свой напев?,Сравнить подписанный сезонный припев с другим жанром той же традиции; отметить длину фраз и повтор.,"Русские; Фощеватово, Белгородская область. Локальная песенная традиция; дату и исполнителей выбранной записи уточнить.",https://www.culture.ru/objects/2145,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
14.06,Лопатни: старые и новые песни в одном селе,Почему соседние песни звучат так по-разному?,Послушать два атрибутированных фрагмента разных слоёв репертуара; открыть время и обстоятельства записи.,"Русские; село Лопатни, Брянская область. Конкретные записи и исполнители выбираются перед производством.",https://www.culture.ru/objects/2836/pesennaya-tradiciya-sela-lopatni-klincovskogo-raiona-bryanskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
15.06,Песни Осереди: длинная фраза держит слушателя,"Где заканчивается строка, если мелодия ещё продолжается?",Проследить текст и напев по общей ленте; отметить распев и услышать фразу повторно.,"Русские; сёла Пузево, Клёповка, Гвазда Воронежской области. Источник отмечает прерывание естественной передачи традиции.",https://www.culture.ru/objects/1920/protyazhnye-pesni-sel-po-reke-osered-buturlinovskogo-raiona-voronezhskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
17.06,Огородная гряда: еда начинается рядом с домом,Как распределить небольшой участок между разными культурами?,По описанию конкретного хозяйства разложить культуры на схеме; получить сезонную карту ухода без агрономических нормативов.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
18.06,Репа: привычный овощ до картофельного стола,Почему старый рассказ о репке понятен через хозяйство?,Сопоставить изображение растения с кухонным сюжетом; собрать путь от гряды к подаче по выбранному источнику.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
19.06,Щавель и зелёный стол: сезон меняет обед,Что в летней еде нельзя повторить зимой без запасов?,Сравнить два сезонных меню выбранной местности; подсветить свежие и заготовленные продукты.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
21.06,Фёдор Стратилат: наблюдать летнюю погоду,Почему названия дней хранят внимание к погоде?,Сопоставить народное наблюдение из музейного текста с фотографиями; отделить историческую примету от прогноза.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/june/fdor-stratilat/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
26.06,Акулина-гречишница: растение в имени дня,Как отличить гречиху от привычного хлебного колоса?,Сопоставить подписанные растения и семена; открыть народное имя дня и местный хозяйственный контекст.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/june/akulina-grechishnica/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
27.06,Гречневая крупа: маленькая трёхгранная форма,Почему крупа не похожа на длинное зерно ржи?,Под лупой сравнить формы семян нескольких культур; собрать карточку будущего блюда.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
30.06,Летнее письмо домой: новости помещаются на листе,Что человек выбирает рассказать близким прежде всего?,"На выбранном подлинном письме выделить приветствие, новости и просьбы; собрать краткую карту семейных связей.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
04.07,Покос на неделю: что берут с собой,"Как устроить жизнь, когда рабочее место далеко от дома?","Собрать по локальному описанию набор вещей для покоса; увидеть, кто и за что отвечает.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
06.07,Аграфена Купальница: банный обычай перед праздником,Почему у летнего дня такое имя?,Рассмотреть принадлежности выбранного банного обычая; собрать последовательность только по локальному описанию.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/agrafena-kupalnica-kupalwica/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
07.07,Иван Купала: праздник и рассказ о чудесном цветке,Как отличить народное предание от свойства растения?,"Разнести фрагменты музейного рассказа по слоям: обряд, поверье, современная демонстрация; открыть пояснение каждого.",Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/ivan-kupala-rozhdestvo-svyatogo-ioanna-krestitelya-ivanov-den/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
08.07,Семейный стол: кто кому приходится,Можно ли разобраться в большой семье по одному рассказу?,Построить схему родства по выбранному семейному свидетельству; подсветить связь каждого участника с рассказчиком.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/vserossijskij-den-semi-lyubvi-i-vernosti/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
09.07,Сеновал: запас над хозяйственным двором,"Как разместить много лёгкого, но объёмного груза?",На схеме выбранного дома найти путь сена наверх; сопоставить хранение с устройством двора.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
10.07,Летняя артель: большое дело делят на части,Как несколько людей работают без одинаковых заданий?,"Распределить роли по документированному описанию совместной работы; увидеть, где возникает ожидание.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
11.07,Обед в поле: еда путешествует к работникам,"Как накормить семью, когда все далеко от печи?",Собрать дорожный набор по музейному описанию; объяснить выбор вместительной и переносной посуды.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
12.07,Петров день: лето меняет ритм работ,Что связывает праздник и начало сенокоса в Кижах?,Соединить дату с подтверждённой современной музейной демонстрацией; отдельно открыть историческое описание праздника.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/petrov-den-den-apostolov-petra-i-pavla/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
15.07,Ольга Семёнова: коллекция начинается со встречи,Как вещь из села становится музейным свидетельством?,"Соединить место, собирательницу и описание коллекции; собрать паспорт одной подтверждённой записи.",Документированная собирательская работа О. П. Семёновой; рязанские коллекции. Номер выбранной вещи уточняется перед страницей.,https://ethnomuseum.ru/collections/collectors/semenova-olga-petrovna/,Пока служебная история о собирателе: перед включением раскрыть встречу с носителями культуры.,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
16.07,"Полевой блокнот: записать то, что легко забыть",Почему название вещи без места и имени почти бесполезно?,"Заполнить карточку по выбранному документу: кто, где, когда и что сообщил; увидеть, каких сведений не хватает.",Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/july/den-etnografa/,"История полевой записи, пограничный методический сюжет; не считать её заменой истории самих людей.",Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
02.08,Ильин день: лето в народном рассказе,Как календарный день связывали с переменами погоды?,Сопоставить разные мотивы музейного описания; отделить хозяйственные наблюдения от поверий.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/august/ilin-den/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
06.08,Дети в поле: семейный труд имеет много ролей,"Кто присматривает за младшими, пока взрослые жнут?",На документированном описании полевого дня восстановить роли членов семьи; не добавлять вымышленных биографий.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
07.08,Последние колосья: что оставляют на поле,Почему завершение жатвы не всегда означает пустое поле?,По сцене РЭМ восстановить действия обряда «бородки»; открыть его как историческое поверье конкретного описания.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
09.08,Ток: рабочая площадка для урожая,Зачем снопы везут в особое место?,Разместить операции обмолота на схеме выбранного хозяйства; проследить путь зерна и соломы.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
13.08,Медовый сот: природный порядок в хозяйстве,Что рассказывает увеличенная ячейка о собранном продукте?,Под лупой рассмотреть подписанный сот и пасечную принадлежность; связать их с музейным рассказом о пчеловодстве.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
14.08,Медовый Спас: продукт становится праздничным даром,Как хозяйственный запас входит в календарный обычай?,Сопоставить пасечную работу и описание праздника; выделить подтверждённые обрядовые действия.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/august/pervyj-spas-medovyj/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
16.08,Мочёные яблоки: урожай меняет вкус во времени,Как плод становится зимним запасом?,На историческом описании разложить этапы заготовки; показать культурный способ хранения без современных пищевых рекомендаций.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
17.08,Сушёные грибы: лесной урожай становится лёгким,Почему после сушки меняются размер и способ хранения?,"Сопоставить изображения до и после, подобрать историческую тару по источнику; открыть место грибов в питании.",История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
19.08,Яблочный Спас: первые плоды в праздничной истории,"Что связывает яблоко, семейный стол и церковный календарь?",Развернуть музейное описание на три связанных сюжета; выбрать один местный обычай для подробного показа.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/august/preobrazhenie-vtoroj-yablochnyj-spas/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
20.08,Кисель: старое блюдо и знакомое новое слово,Всегда ли кисель был сладким напитком?,Сопоставить два документированных описания разных эпох; отметить исходный продукт и консистенцию.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
21.08,"Толокно: зерно, прошедшее долгую подготовку",Чем готовая мука отличается от просто размолотого зерна?,"Собрать технологическую цепочку по выбранному историческому описанию; показать, на каком этапе меняется продукт.",История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
24.08,Постный и скоромный стол: календарь меняет набор продуктов,Почему у одной семьи бывают разные правила трапезы?,Собрать два меню из документированных примеров; открыть историческое основание различий.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
26.08,Посевное зерно: часть урожая нельзя съесть,Почему богатый запас всё равно делят?,В условном хозяйственном примере отделить посевной фонд от еды и обмена; увидеть смысл распределения без вымышленных норм.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
28.08,Успение: завершение лета в народном календаре,Как праздник соседствует с заботой об урожае?,Сопоставить церковное название и хозяйственные мотивы музейного описания; выбрать локальную историю.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/august/uspenie-bogorodicy/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
29.08,"Ореховый, Хлебный, Холщовый: три имени одного Спаса",Почему один день называется разными дарами?,Связать три названия с продуктом или материалом; открыть объяснение и различия местных обычаев.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/august/tretij-spas-holwovyj-orehovyj/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
30.08,Соломенная подстилка: у урожая нет одной полезной части,Куда уходит стебель после обмолота?,"По описанию хозяйства распределить зерно, мякину и солому между применениями; собрать карту бережного использования.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
31.08,Флор и Лавр: день заботы о лошади,Почему рабочему животному посвящали особый день?,Связать музейное описание праздника с конским снаряжением; показать выбранный обычай без переноса обрядов других народов.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/august/den-pamyati-svyatyh-flora-i-lavra/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
03.09,Пропись: много одинаковых букв ради собственного почерка,Как повтор помогает обрести навык?,Сопоставить учебный образец и страницу ученика; найти удачные соединения и заметные исправления.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
09.09,Ярмарочный ряд: покупки складываются в маршрут,Как найти нужное среди множества торговцев?,По плану выбранной ярмарки составить путь за тремя товарами; открыть специализацию рядов.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
13.09,Домашняя тетрадь расходов: хозяйство становится записью,Что можно узнать о семье по списку покупок?,Разнести реальные записи выбранного документа по расходам; увидеть структуру бюджета без вымышленных сумм.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
14.09,Семёнов день: осень встречают особым порядком,Почему начало осени могло напоминать новый год?,На ленте сопоставить историческое новолетие и местные осенины; даты старого и нового стиля показать отдельно.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/september/semenov-den/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
15.09,Новая лучина: свет как начало вечерних работ,"Как меняется распорядок, когда темнеет раньше?","Сравнить летний и осенний день по локальному описанию; выбрать занятия, требующие освещения.",Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/september/semenov-den/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
16.09,Погреб: прохлада становится частью дома,Почему продукты отправляют вниз?,На документированном разрезе найти место хранения; связать устройство с хозяйственным назначением.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
17.09,Кадка для капусты: запас собирают слоями,Зачем большой семье большая ёмкость?,По историческому описанию сопоставить тару и объём совместной работы; показать этапы как музейный рассказ.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
19.09,Квашня и закваска: живое ожидание хлеба,Почему хлебный день начинается задолго до печи?,Собрать стадии выбранного исторического способа выпечки; отличить время действий от времени ожидания.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
20.09,Солёные огурцы: летний огород в осеннем запасе,Как сезонная еда остаётся на столе позже?,Сопоставить календарь сбора и хранения в выбранном источнике; раскрыть роль исторической тары.,История повседневного питания; региональный рецепт и посуда подбираются отдельно.,https://www.culture.ru/s/vopros/chto-eli-do-kartoshki/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
22.09,Накосник и лента: подарок вплетается в причёску,Как небольшая вещь становится личной?,"По документированной истории выбранного украшения соединить дарителя, получательницу и способ ношения.",Документированная собирательская работа О. П. Семёновой; рязанские коллекции. Номер выбранной вещи уточняется перед страницей.,https://ethnomuseum.ru/collections/collectors/semenova-olga-petrovna/,В исходнике обещан подарок; без документированной истории дарения вернуть к исследованию вещи.,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
23.09,Сундук невесты: запас труда перед новой жизнью,Что важнее — вместительность или содержимое?,Открыть опись выбранного приданого; распределить вещи по назначению и увидеть объём подготовленного труда.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,Подготовка приданого и вклад труда в новую семью; столярная конструкция сундука — первый музей.,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
24.09,Приданое на виду: вещи рассказывают о мастерстве,Как семья показывала подготовку к свадьбе?,Восстановить по локальному описанию порядок показа вещей; выделить предметы ручной работы.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
25.09,Осенний наём: работа выводит человека из деревни,Как временный заработок меняет домашний календарь?,На документированной биографии провести путь от дома к месту работы; отметить возвращение и принесённые навыки.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
26.09,Фотография в ателье: человек выбирает свой образ,Какие детали портрета были специально подготовлены?,"На подписанном снимке отметить позу, фон и одежду; отделить наблюдение от догадки о характере.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
27.09,Воздвижение: капустные хлопоты в имени праздника,Почему календарное название приводит на кухню?,Соединить названия «Капустки» и «Капустницы» с музейным описанием; раскрыть выбранный местный обычай.,Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора.,https://ethnomuseum.ru/collections/ethnocalendar/september/vozdvizhenie/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
28.09,Семейный фотоальбом: подпись спасает имя,"Что исчезает, когда фотография остаётся без пояснения?",Сравнить снимок с подписью и без неё; заполнить карточку только установленными сведениями.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
29.09,Почтовый конверт: адрес рисует путь,Можно ли восстановить дорогу письма по отметкам?,Прочитать адрес и штемпели выбранного конверта; нанести подтверждённые пункты на карту.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
01.10,Сватовство в двух шагах: договориться не сразу,Почему одного визита могло быть недостаточно?,По белгородскому описанию расставить два этапа; открыть участников и предмет разговора каждого.,Русские сёла Чернянского и Новооскольского районов; конкретное село и запись выбираются перед страницей.,https://www.culture.ru/objects/2820/svadebnyi-obryad-russkikh-sel-chernyanskogo-i-novooskolskogo-raionov-belgorodskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
02.10,Смотр дома: брак связывает два хозяйства,Что могли узнавать о будущей семье до свадьбы?,По выбранному локальному описанию составить маршрут знакомства с хозяйством; показывать только подтверждённые действия.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
03.10,Рукобитье: соглашение становится видимым,"Как люди обозначали, что договорённость состоялась?",Найти жест и участников в конкретном описании; связать его с местом в свадебной последовательности.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
04.10,"Свадебные роли: дружка, сваха, подруги",Почему у большого обряда так много помощников?,Распределить действия между персонажами по одному локальному источнику; открыть объяснение каждой роли.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
05.10,Свадебное приглашение: известие идёт по селу,Как сообщить о событии без общего чата?,"Восстановить подтверждённый путь приглашения; увидеть круг людей, которых объединяет праздник.",Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
06.10,Девичник: последнее собрание в прежнем кругу,Что меняется в общении подруг перед свадьбой?,Сопоставить последовательность действий и песню выбранной традиции; выделить момент прощания.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
07.10,Невестина коса: причёска обозначает переход,Почему волосы становятся частью семейного обряда?,По локальной записи сопоставить два состояния причёски; показать участников изменения и их действия.,Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
08.10,Свадебное причитание: печаль внутри праздника,Почему на свадьбе можно услышать плач?,"Проследить текст выбранной записи; выделить обращение и прощание, не превращая голос в конкурс веселья.",Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села.,https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
