source_date,title,hook,mechanic,evidence,source_urls,boundary_note,editorial_dependency,assignment_status
10.03,Тверское полотенце: вещь встречает важные дни семьи,"Почему нарядное полотенце берегли для событий, а не только для умывания?",Рассмотреть концы полотенца и расположить его на подписанных схемах двух обрядовых ситуаций. Пояснение раскрывает роль вещи в семейной жизни.,"Тверская губерния, конец XIX — начало XX в.; Музей тверского быта. Домотканое полотно, ситец, кружево, вышивка. Музей описывает бытовые и обрядовые функции полотенец.",https://ar.culture.ru/ru/subject/polotence-obryadovoe,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
11.03,"Солоница-утица: птица, которая хранит соль",Где у деревянной утки спряталась крышка?,"Сдвинуть верх спинки на схеме, открыть полость и вернуть крышку. Рассмотреть, как мастер совместил узнаваемую птицу с удобным сосудом.","XIX в., Российская империя; музей «Русская старина», Смоленск. Дерево, долбление и резьба; музей описывает сдвижную крышку. Точное место изготовления не указано.",https://ar.culture.ru/ru/subject/solonica-1,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
12.03,Туес: сосуд с двумя берестяными стенками,Как берёзовая кора превращается в посуду для питья?,"Раздвинуть слои схемы: сколотень, наружная рубашка, дно и крышка. Собрать обратно и проследить, где остаётся цельная внутренняя стенка.",Начало XX в.; Голышмановский краеведческий музей. Береста и дерево; точное место изготовления не указано. Обзор описывает конструкцию туесов в русском быту.,https://ar.culture.ru/ru/subject/tues-28,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
13.03,"Крынка из Уразова: горло, за которое удобно держать",Почему у этого молочного сосуда нет ручки?,"Совместить контур руки со сужением крынки, затем открыть разрез сосуда. Увидеть, как форма помогает держать и обслуживать повседневную посуду.","Слобода Уразово, конец XIX в.; Уразовский краеведческий музей. Гончарная работа; карточка подтверждает местное изготовление и применение для молока.",https://ar.culture.ru/ru/subject/krynka-26,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
15.03,Ступа: крупа начинается с тяжёлого песта,"Что делали со ступой в настоящем доме, пока Баба-яга летала в сказке?","На схеме разделить зерно, оболочку и результат толчения. Затем рассмотреть толстое основание ступы и объяснить, зачем ей устойчивость.","Конец XIX — начало XX в., Архангельская область — в современной географии карточки; «Выставочные залы Москвы», «Протомузей». Ступа выдолблена из цельного комля берёзы.",https://ar.culture.ru/ru/subject/stupa-s-pestom-15,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
16.03,Ручные жернова: мука между двумя камнями,"Куда исчезает зерно, которое насыпали в середину?",Повернуть верхний жернов учебной модели; разрез показывает путь зерна от отверстия к краю. Сравнить помол с толчением в ступе.,"1930 г., СССР; Верхнепышминский исторический музей. Гранитные ручные жернова. Место изготовления точнее страны не указано.",https://ar.culture.ru/ru/subject/zhernova-28,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
18.03,Решето из Заузолья: размер дырочек меняет результат,Почему одной сеткой нельзя одинаково просеять всё?,"Сопоставить две учебные сетки с разными ячейками и одну смесь условных частиц. Увидеть, что проходит вниз, а что остаётся сверху; открыть реальное лыковое решето.","Первая половина XX в.; МВЦ «Отчина», экспозиция «Быт крестьян Заузолья». Деревянный обод и плетёное полотно; музей отличает решето от более мелкого сита.",https://ar.culture.ru/ru/subject/resheto-6,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
19.03,"Грифельная доска: тетрадь, которую можно стереть","Как учиться письму, если новая страница не нужна?","Написать слово на цифровом поле, стереть его и решить короткую задачу. Рядом остаётся музейная доска и объяснение, почему сланец служил школьной принадлежностью.","Начало XX в., Российская империя; Нижнеломовский краеведческий музей. Сланец в деревянной раме, 25 × 18 см.",https://ar.culture.ru/ru/subject/doska-grifelnaya,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
20.03,Скобель северного плотника: нож с двумя ручками,Зачем держать один нож сразу двумя руками?,Проследить направление рабочего движения на схеме заготовки. Поочерёдно открыть кору и очищенную поверхность; увидеть назначение широкого лезвия.,"Первая половина XX в.; Северный морской музей, Архангельск. Металл и дерево; инструмент из экспозиции северного мореплавания. Конкретный мастер и место изготовления не указаны.",https://ar.culture.ru/ru/subject/skobel-2,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
21.03,Абашевская барыня: маленькая скульптура со свистом,Как внутри нарядной глиняной фигуры помещается музыкальный инструмент?,"Повернуть изображение и найти свистковый канал, затем открыть подписанную схему его работы. Прослушать запись аналогичного инструмента, указав исполнителя и образец.","Начало XXI в., село Абашево, Пензенская область; Туапсинский музей им. Н. Г. Полетаева. Глина, лепка, обжиг, роспись; игрушка «Барыня».",https://ar.culture.ru/ru/subject/igrushka-abashevskaya-barynya-svistulka,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
23.03,Лапти 1933 года: обувь из переплетённых полос,Как плоские полоски лыка огибают человеческую стопу?,"Сложить один участок косого плетения, затем увидеть его место в целом лапте. Добавить на схему онучи и оборы и понять, что обувь была частью комплекта.","1933 г., Шабалинский район; Шабалинский краеведческий музей. Лыко, плетение. Музей описывает косую решётку русских лаптей и способы ношения.",https://ar.culture.ru/ru/subject/lapti-1,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
24.03,Кузнецкий поршень: кожаная обувь без сапожного голенища,Как кусок кожи превращается в обувь?,"Сопоставить сохранившуюся обувь с подписанной развёрткой выбранного типа. Стянуть край модели и увидеть, где образуется объём для стопы.","XVII в., Россия; музей-заповедник «Кузнецкая крепость». Карточка описывает поршень и находки сапожных инструментов в Кузнецке.",https://ar.culture.ru/ru/subject/porshen,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
25.03,Сошник из Мариинска: железо на конце деревянной сохи,Почему от старого орудия в музее могла остаться только железная часть?,"Поместить сошник на подписанную реконструкцию сохи. Увидеть, какая часть соприкасается с почвой и почему деревянная основа сохраняется хуже металла.",Начало XVIII в.; Музей истории города Мариинска. Металлический сошник; описание связано с земледелием русских переселенцев в Сибири.,https://ar.culture.ru/ru/subject/nakonechnik-rogatiny-1,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
26.03,Игрушечная борона: хозяйство в детском масштабе,Зачем ребёнку уменьшенная копия сельского орудия?,"Сопоставить миниатюру с подписанной схемой полноразмерной бороны, найти совпадающие части. После сравнения обсудить, как дети знакомились с трудом взрослых.","Кунсткамера: «Борона игрушечная», русские; Архангельская губерния, Печорский уезд, вторая половина XIX в., карточка OBJECT/299241. Атрибуция доступна в индексируемом описании; полное открытие карточки при проверке остановлено ошибкой сертификата.",https://collection.kunstkamera.ru/entity/OBJECT/299241?fund=22&index=15,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
27.03,Севалка: зерно несут навстречу будущему хлебу,Как пройти поле и не оставить пустую полосу?,"На учебной схеме разметить пройденные полосы вешками, затем пройти с севалкой. Подсветка показывает пропуски и перекрытия; рядом — рассказ об опыте сеятеля.",XIX — начало XX в.; Вичугский городской музей. Севалка для ручного сева; музей описывает вешки и участие детей в разметке.,https://ar.culture.ru/ru/subject/sevalka-1,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
28.03,Бочонок: доски держат воду без гвоздей,Что удерживает вместе десятки отдельных деревянных частей?,Подобрать клёпки по форме и надеть обручи на схему. Разрез показывает плотное соединение боковин и дна; посетитель объясняет роль обруча.,"Исетский музей им. А. Л. Емельянова. Деревянный бочонок; в шапке карточки конец XIX в., в тексте начало XX в. Для календаря — рубеж XIX–XX вв.; расхождение требует уточнения.",https://ar.culture.ru/ru/subject/bochonok-6,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
29.03,Сердобские ходики: домашнее время на цепочке,"Что заставляет часы идти, когда в них нет батарейки?","На схеме поднять гирю и проследить передачу движения к механизму. Сопоставить циферблат с семейным распорядком, увидеть место часов в доме.","1947 г., Сердобский часовой завод; Историко-краеведческий музей Сердобска. Настенные маятниковые гиревые часы.",https://ar.culture.ru/ru/subject/chasy-nastennye-mayatnikovye-girevye,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
31.03,Александр Шутихин: узор вдавлен в бересту,"Как украсить бересту рисунком, не рисуя по ней кистью?","Выбрать два чекана и поставить оттиски на условной берестяной полосе. Сопоставить с работой Шутихина: рисунок возникает от давления и повторения, а затем помогает прочитать руку мастера.","Александр Владимирович Шутихин, Котлас; работает с берестой с 1991 г. Описание Центра русского фольклора на Культура.РФ, этнос — русские; объяснены инструменты и тиснение.",https://www.culture.ru/objects/2975/tvorcheskoe-nasledie-berestyanshika-aleksandra-vladimirovicha-shutikhina-iz-goroda-kotlas-arkhangelskoi-oblasti,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
01.04,Валёк: почему бельё приходилось колотить,Этой деревянной лопаткой не готовили еду. Что она делала у воды?,"На схеме показать движение валька по мокрому белью и посмотреть, как из ткани выходит вода. Сравнить с январским рубелем: похожие вещи решали разные задачи.","Валёк XIX века, дерево с резьбой; Гороховецкий историко-архитектурный музей, Владимирская область. Назначение — стирка и полоскание; мастер не указан.",https://ar.culture.ru/ru/subject/valyok-12,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
02.04,Степан Хомутин: стиральная доска с именем мастера,Почему у обыкновенной стиральной доски есть автор?,"Провести условную ткань по гладкой и ребристой поверхностям; увидеть разницу контакта. Открыть цепочку «мастер — человек, сохранивший вещь — музей».","Степан Титович Хомутин, 1961 г.; Коченёвский краеведческий музей, Новосибирская область. Передана Людмилой Николаевной Носковой из рабочего посёлка Коченёво.",https://ar.culture.ru/ru/subject/doska-stiralnaya-3,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
03.04,Архангельское корыто: сосуд внутри бревна,"Как получить большую ёмкость, если нет ни досок, ни обручей?","Убирать слои с условной половины бревна, сохраняя стенки и дно. Сопоставить долблёную конструкцию с мартовским бочонком, собранным из частей.","Архангельская область, XIX — начало XX в.; 20 × 29 × 82 см, собрание объединения «Выставочные залы Москвы». Музей описывает разные назначения корыт; назначение именно этого экземпляра не уточнено.",https://ar.culture.ru/ru/subject/koryto-19,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
04.04,Керосиновая лампа: вечер зависит от фитиля,Как одним маленьким колёсиком сделать комнату светлее?,"Повернуть регулятор на условной схеме: фитиль поднимается и меняется пламя. Затем найти резервуар и стекло на музейной вещи, понять ежедневный уход за светом.","1930-е гг., СССР; Мурманский областной краеведческий музей, экспозиция «Поморы». В описании несколько ламп; сведения о московском заводе и Кандалакше относятся к отдельно описанному экземпляру.",https://ar.culture.ru/ru/subject/kerosinovaya-lampa-7,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
06.04,Корочанская пасочница: рисунок спрятан внутри,"Зачем украшать ту сторону деревянной формы, которую никто не видит?",Собрать четыре стенки и посмотреть условный отпечаток. Разобрать форму: внутренний резной рисунок становится наружным украшением творожной пасхи.,"Начало XX в., Корочанский уезд Курской губернии; Корочанский историко-краеведческий музей. Липовая форма из четырёх дощечек, 14 × 23 × 23,2 см.",https://ar.culture.ru/ru/subject/pasochnica-derevyannaya-syrnica,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
11.04,Сахароколка Бажовых: сладость подают кусочками,Зачем к чаепитию понадобились кусачки с маленьким поддоном?,"На схеме расколоть условный кусок сахара и увидеть, куда падают крошки. Перейти к семейному правилу Бажовых — сначала напоить гостя чаем.","Мемориальный дом-музей П. П. Бажова, Екатеринбург. Этикетка: конец XIX в.; описание уточняет, что точные время и завод неизвестны, уральское происхождение передаётся в семейных воспоминаниях.",https://ar.culture.ru/ru/subject/saharokolka,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
13.04,Городецкая кофемолка: чего не хватает в деревянном кубе,"Куда делся кофе, если зёрна засыпали сверху?",Проследить путь зерна на схеме и выбрать место для приёмного ящичка. Включить условное восстановление утраченной детали рядом с подлинным видом вещи.,Первая половина XX в.; Городецкий музейный комплекс. Подарена Т. В. Дмитриевой из Нижнего Новгорода. На корпусе клеймо ВСНХ; ящик для молотого кофе не сохранился.,https://ar.culture.ru/ru/subject/kofemolka-12,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
14.04,Вафельница Рыбкиных: семейная память между створками,Почему тяжёлую чугунную вещь помнят по тарелке вафель?,Развести створки на схеме и сравнить их поверхность с отпечатком выпечки. Открыть историю передачи вещи в музей и отделить её от общих сведений о вафлях.,"Ленский историко-краеведческий музей; дар Валерьяна Гавриловича Рыбкина. Карточка датирует первую половину XX в., место обозначает «Российская империя» — точные год и завод не установлены.",https://ar.culture.ru/ru/subject/vafelnica-2,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
15.04,Дорожная чернильница: письмо начинается с маленькой крышки,"Как везти чернила с собой, когда ручку ещё надо обмакивать?","Рассмотреть крышку и внутренний сосуд, затем уложить условный набор для письма в дорогу. Каждый выбор показывает, какая вещь нужна для чернил, пера и бумаги.",Латунная дорожная чернильница XVIII в.; Ишимский музей им. П. П. Ершова. Музей сообщает о её использовании в одном из домов села Готопутово бывшего Ишимского уезда.,https://ar.culture.ru/ru/subject/chernilnica,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
17.04,"Телефон из Берикуль: чтобы позвать, крутили ручку","Что делали с телефоном, у которого нет привычного набора номера?","Повернуть ручку индуктора на схеме и проследить путь вызова. Открыть историю аппарата, переданного местным жителем в музей.","Телефон ТАУ-1-МБ, Пермь, 1958 г.; Тисульский историко-краеведческий музей. Дар Александра Альбертовича Гафта, жителя посёлка Берикуль. Где именно аппарат работал, карточка не устанавливает.",https://ar.culture.ru/ru/subject/telefon-14,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
18.04,Шабалинский пестерь: береста за плечами,"Как освободить руки, когда несёшь всё нужное через лес?","Разместить условную поклажу в силуэте пестеря и включить вид сзади. Увидеть, как заплечная переноска отличается от ручной корзины и мартовского туеса.","XIX в., Шабалинский район; Шабалинский краеведческий музей, берестяное плетение, 60 × 47 × 27 см. Имя мастера и владельца не указаны.",https://ar.culture.ru/ru/subject/pester-1,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
19.04,Вичугские грабли: каждый зуб работает рядом с другим,Почему много деревянных пальцев делают работу быстрее одного?,Провести условные грабли по схеме рыхлой земли: зубья собирают растительные остатки и разбивают комки. Разобрать соединение зубьев с колодкой.,"Вичугский городской музей, Ивановская область; в групповой карточке предмет № 1 — грабли конца XVIII — начала XIX в., дерево, 167 × 51 × 10 см.",https://ar.culture.ru/ru/subject/orudiya-grabli-vily-cep-kryuk-kochedyk,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
20.04,Гиагинский хомут: почему упряжь не просто ремень,Как передать усилие лошади повозке и распределить контакт с телом?,"На упрощённой схеме соединить хомут с остальными частями упряжи. Подсветить путь усилия и места прилегания, затем рассмотреть музейную конструкцию.","1920-е гг., станица Гиагинская; Гиагинский районный краеведческий музей, экспозиция «Казачья комната». Дерево, кожа, 60 × 33 см.",https://ar.culture.ru/ru/subject/homut-2,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
21.04,Бить баклуши: вернуть выражение в мастерскую,Почему работа с деревом стала выражением о безделье?,"Поставить рядом значение из словаря и условную заготовку ложки. Убирать лишнее дерево до грубой болванки; открыть, что подготовка материала — лишь часть работы.","В. И. Даль, словарная статья «Баклан»: значение «баклуша» помечено костромским и нижегородским употреблением. Источник XIX в., современная электронная публикация; это языковое свидетельство, не музейный экспонат.",https://www.culture.ru/lectures/dictionaries/49422/baklan,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
22.04,Погарская колодка: сапог начинается с деревянной ноги,"Почему сапожнику нужна ещё одна нога, кроме ноги заказчика?","Примерить условную кожаную заготовку к колодке; увидеть, как форма держит будущий сапог. Открыть торговые связи погарских мастерских.","Начало XX в., Погар; музей «Радогощ», дерево, 30 × 9 см. Источник связывает ремесло с рынками Великороссии и Малороссии, отмечает местное слово «шавец». Сюжет о культурных связях пограничья; этничность мастера не установлена.",https://ar.culture.ru/ru/subject/sapozhnaya-kolodka,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
23.04,Рожок Ф. Ровняка: голос пастуха становится музыкой,Может ли рабочий сигнал превратиться в мелодию для гулянья?,Прослушать подписанные примеры сигнала и наигрыша; отметить разницу ритма. Рассмотреть отверстия рожка и связь инструмента с пастушеским трудом.,"Ф. Ровняк, 1916 г., Митрофаново; Музей музыки, можжевельник, 63,8 см. Регион в карточке дан как «Ивановская область, Селивановский район»; историческую географию надо уточнить.",https://ar.culture.ru/ru/subject/rozhok-pastushiy,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
24.04,Касимовка: у города есть свой звуковой порядок,Почему привычному гармонисту бывает трудно сыграть на другой гармони?,"Сравнить два проверенных коротких звукоряда и движение меха. На схеме увидеть, что одинаковый жест на разных системах может давать разные звуки.","XIX в., Касимовский уезд; Касимовский историко-культурный музей-заповедник. Двухрядная гармонь-касимовка, 35 × 34 × 17 см; музей описывает местные особенности звукоряда.",https://ar.culture.ru/ru/subject/garmon,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
25.04,Балалайка Налимова: три струны выходят на сцену,"Что должен сделать мастер, чтобы знакомый инструмент зазвучал в оркестре?","Рассмотреть корпус и три струны, включить подписанные образцы приёмов игры. Переключить сольное звучание и ансамбль, проследить путь инструмента из быта на сцену.","Семён Иванович Налимов, 1902 г.; село Марьино-Андреевское Тверской губернии, Музей музыки. Ель, клён, чёрное дерево, перламутр, лак, металл.",https://ar.culture.ru/ru/subject/balalayka-prima-1,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
28.04,Невьянские биты: заводское мастерство в детской игре,Почему детская игровая бита отлита из чугуна и украшена?,"Приблизить рисунок на подлинной бите; затем выбрать направление одного условного броска по расставленным бабкам. Узнать, как мастерство заводского города входило в досуг.","1858 г.; чугунные биты невьянских мастеров, Музей истории Невьянского края. Кто именно их изготовил и для кого, не установлено; семейные связи в карточке даны как предположение.",https://ar.culture.ru/ru/subject/bity-dlya-igry-v-babki,Исходник связывает рисунок биты с мастерством заводского города; правила игры — возможная связь со вторым музеем.,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
29.04,Патефон «Молот»: танцы помещаются в чемодан,"Как устроить музыкальный вечер там, где нет розетки?","Завести условную пружину, положить пластинку и проследить путь звука к встроенному рупору. Затем открыть, как переносной аппарат собирал людей вокруг музыки.","1940–1950-е гг., завод «Молот», Вятские Поляны; музей «Самарская Лука». Музейная карточка описывает пружинный привод и корпус для переноски. История конкретного прежнего владельца не дана.",https://ar.culture.ru/ru/subject/patefon-62,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
30.04,Маргарита Стриленко: маленькая игра живёт сегодня,"Можно ли вытащить крошечную расписную вещь, не потревожив остальные?",Выбрать свободную бирюльку и осторожно провести условный крючок. Увеличить миниатюрный узор и увидеть современную работу мастера в старой игровой форме.,"Маргарита Николаевна Стриленко, Кандалакша, 2023 г.; Музей истории города Кандалакша. Набор бирюлек, токарная работа, борецкая роспись; фигурки размером 1–2 см. Англоязычный адрес карточки содержит русский текст.",https://ar.culture.ru/en/subject/nabor-biryulek,Современный мастер и миниатюрная вещь; не переносить автоматически только из-за слова «игра».,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
02.05,Телега: летний путь крестьянского хозяйства,Почему сани нельзя просто поставить на колёса?,"На условной модели заменить ходовую часть; увидеть различия опоры и места для груза, затем рассмотреть музейный образец.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
03.05,Косоворотка: маленькое смещение большого значения,Что первым замечаешь в мужской рубахе?,"Найти линию застёжки на увеличенном изображении; сопоставить её с рубахой другого покроя, без легенды о единственной причине возникновения.",Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
04.05,Ластовица: свобода движения в небольшом лоскуте,Как поднять руки в рубахе из прямых полотнищ?,Добавить деталь к условному крою и сравнить движение рукава. Точный крой взять с выбранной русской рубахи.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
05.05,Пастушеская сумка: день вдали от дома,"Что нужно взять человеку, который уйдёт со стадом на весь день?",Собрать набор по музейному описанию пастушеского быта; раскрыть назначение каждого выбранного предмета.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
07.05,Ботало: найти животное по звуку,"Можно ли услышать, где пасётся твоя корова?",Сопоставить запись звучания с формой двух ботал; на условной звуковой карте найти движущийся источник.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
