@05|Май|Весенний двор, одежда и выход в большой мир
Яблочный Спас: первые плоды в праздничной истории|Яблочный Спас связывает плоды с праздничной историей. Сезонный урожай появляется в угощении и обычае конкретного местного сообщества.|Развернуть музейное описание на три связанных сюжета; выбрать один местный обычай для подробного показа.|preobrazhenie-vtoroj-yablochnyj-spas/К|Народный календарь
Кисель: старое блюдо и знакомое новое слово|Знакомое слово «кисель» хранит историю другого блюда. Сравнение старого и нового стола показывает, как название переживает перемены приготовления.|Сопоставить два документированных описания разных эпох; отметить исходный продукт и консистенцию.|food|История питания
Толокно: зерно, прошедшее долгую подготовку|Толокно — результат нескольких этапов подготовки зерна. За простой домашней пищей скрыто время работы, которого не видно в готовой порции.|Собрать технологическую цепочку по выбранному историческому описанию; показать, на каком этапе меняется продукт.|food|История питания
Квасник: сосуд с характерным просветом|Просвет в кваснике делает сосуд узнаваемым. Необычная форма предлагает рассмотреть устройство бытовой вещи со всех сторон, а не только спереди.|Повернуть выбранный сосуд, найти ручку, носик и отверстие корпуса; назначение деталей раскрыть по карточке.|craft|Посуда
Сбитенник: горячий напиток на улице|Сбитенник связан с горячим напитком и уличным угощением. Специальный сосуд выводит домашнее тепло в пространство городской встречи.|На схеме выбранного медного сосуда проследить путь жидкости; сопоставить вещь с описанием торговли.|R|Городская еда
Постный и скоромный стол: календарь меняет набор продуктов|Постный и скоромный стол различаются набором продуктов. Годовой календарь меняет повседневный выбор еды, не меняя саму потребность накормить семью.|Собрать два меню из документированных примеров; открыть историческое основание различий.|food|Питание и календарь
Хлебная лопата: длинная рукоять для глубокой печи|Длинная хлебная лопата достигает глубины печи. Расстояние между руками и жаром превращено в размер простого деревянного инструмента.|На условном разрезе печи провести лопату к поду; сопоставить длину и форму с музейной вещью.|R|Домашний хлеб
Посевное зерно: часть урожая нельзя съесть|Часть зерна оставляют для нового посева. Урожай одновременно кормит сегодня и сохраняет возможность следующего года — весь запас съесть нельзя.|В условном хозяйственном примере отделить посевной фонд от еды и обмена; увидеть смысл распределения без вымышленных норм.|R|Хозяйственное решение
Лён на мочиле: материал меняется до прядения|Лён меняется на мочиле ещё до прядения. Будущая нить начинается с обработки стебля, когда ткань пока невозможно увидеть в материале.|На документированной схеме расставить стадии подготовки стебля; увидеть, где начинается отделение волокна.|R|Обработка льна
Успение: завершение лета в народном календаре|Успение входит в народную память о завершении лета. Праздник встречается с хозяйственным сезоном, но местный порядок работ требует отдельного рассказа.|Сопоставить церковное название и хозяйственные мотивы музейного описания; выбрать локальную историю.|uspenie-bogorodicy/К|Народный календарь
Ореховый, Хлебный, Холщовый: три имени одного Спаса|Ореховый, Хлебный и Холщовый — имена одного Спаса. Разные названия сохраняют несколько хозяйственных связей внутри общей праздничной даты.|Связать три названия с продуктом или материалом; открыть объяснение и различия местных обычаев.|tretij-spas-holwovyj-orehovyj/К|Народный календарь
Соломенная подстилка: у урожая нет одной полезной части|Солома служит подстилкой после того, как зерно убрано. У урожая оказывается больше одной полезной части — хозяйство продолжает использовать растение.|По описанию хозяйства распределить зерно, мякину и солому между применениями; собрать карту бережного использования.|R|Хозяйство
Флор и Лавр: день заботы о лошади|День Флора и Лавра связан с заботой о лошадях. Праздничное внимание обращено к животному, чья сила участвовала в ежедневном человеческом труде.|Связать музейное описание праздника с конским снаряжением; показать выбранный обычай без переноса обрядов других народов.|den-pamyati-svyatyh-flora-i-lavra/К|Народный календарь
@09|Сентябрь|Учение, торговля и осенний дом
Первый школьный ранец: учёба становится дорогой|Первый ранец собирает школьные вещи в дорожный набор. Учёба становится ежедневным выходом из дома — новый порядок жизни виден в одном предмете.|Собрать набор по выбранной школьной фотографии; раскрыть назначение каждой подписанной вещи.|R|Детство и учение
Перьевая ручка: строка зависит от движения|Перьевая ручка оставляет строку по движению руки. Нажим и направление становятся частью письма: инструмент требует освоенного телесного навыка.|Провести условный штрих с разным нажимом; сравнить его с выбранной ученической работой.|R|Грамотность
Пропись: много одинаковых букв ради собственного почерка|Одинаковые буквы в прописи готовят собственный почерк. Повторение даёт руке уверенность, прежде чем запись начнёт отличаться личным движением.|Сопоставить учебный образец и страницу ученика; найти удачные соединения и заметные исправления.|R|Учение
Промокательная бумага: помощница мокрой строки|Промокательная бумага помогает ещё мокрой строке. Маленькая школьная принадлежность хранит способ письма, которому требовалось время на высыхание.|На схеме письма выбрать момент промокания; открыть бытовую функцию выбранного школьного предмета.|R|Учение
Счёты: число видно по положению косточек|На счётах число видно по положению косточек. Движение пальцев меняет запись и расчёт — абстрактное количество получает материальную форму.|Выполнить одну операцию на условных счётах; открыть соответствие разрядов цифрам.|R|Торговля и счёт
Гиря с клеймом: доверие к маленькому грузу|Клеймо на гире связано с доверием к мере. Маленький груз участвует в сделке, где покупателю и продавцу важно одинаково понимать вес.|Найти отметки на выбранном образце; отделить прочитанные знаки от неустановленных.|R|Торговля
Безмен: вес на одной подвеске|Безмен взвешивает груз на подвеске. Компактное устройство переводит тяжесть вещи в положение, по которому человек узнаёт меру.|Переместить условный груз до равновесия; сопоставить принцип с музейным безменом.|R|Торговля
Аршин: ткань продают длиной|Аршином отмеряют ткань для продажи. Будущий наряд начинается с длины полотна — привычная мера связывает торговлю с работой портного.|Отмерить условный отрез по выбранной исторической мерке; сопоставить её с современной линейкой после проверки величины.|R|Торговля
Ярмарочный ряд: покупки складываются в маршрут|Ярмарочные покупки складываются в путь между рядами. Торговое пространство организует встречу разных нужд, товаров и человеческих занятий.|По плану выбранной ярмарки составить путь за тремя товарами; открыть специализацию рядов.|R|Торговля
Товарная этикетка: упаковка обещает качество|Товарная этикетка обещает качество до открытия упаковки. Надпись и рисунок показывают, как производитель обращается к незнакомому покупателю.|Рассмотреть подлинную этикетку; выделить производителя, место и рекламное обещание.|R|Городская культура
Жестяная коробка: покупка получает вторую жизнь|Жестяная коробка остаётся после покупки. Упаковка получает вторую домашнюю жизнь — её содержимое меняется, а след прежнего товара сохраняется.|Сопоставить товарную функцию коробки и документированное домашнее применение; сохранить две подписи к одной вещи.|R|Домашняя бережливость
Копилка: маленькие деньги превращаются в план|Копилка собирает небольшие суммы в общий запас. Отдельная монета становится частью будущего решения, которое ещё нельзя оплатить сегодня.|На условном примере собрать сумму по частям; затем рассмотреть форму выбранной исторической копилки.|R|Повседневные решения
Домашняя тетрадь расходов: хозяйство становится записью|Домашние расходы попадают в тетрадь. Запись делает хозяйство обозримым: деньги связываются с датами, покупками и памятью о сделанном выборе.|Разнести реальные записи выбранного документа по расходам; увидеть структуру бюджета без вымышленных сумм.|R|Семейный документ
Семёнов день: осень встречают особым порядком|Семёнов день отмечают особым местным порядком. Встреча осени получает человеческую форму через действия, которые повторяются в годовом круге.|На ленте сопоставить историческое новолетие и местные осенины; даты старого и нового стиля показать отдельно.|semenov-den/К|Народный календарь
Новая лучина: свет как начало вечерних работ|Новая лучина даёт свет для вечерней работы. С наступлением длинных вечеров домашнее ремесло зависит от маленького, постоянно сменяемого огня.|Сравнить летний и осенний день по локальному описанию; выбрать занятия, требующие освещения.|semenov-den|Сезонный быт
Погреб: прохлада становится частью дома|Погреб использует прохладу как часть домашнего устройства. Место хранения помогает урожаю пережить сезон, когда свежий сбор уже закончился.|На документированном разрезе найти место хранения; связать устройство с хозяйственным назначением.|R|Запасы
Кадка для капусты: запас собирают слоями|Капустный запас укладывают в кадку слоями. Большая ёмкость собирает множество малых действий — за зимней порцией стоит общая работа заготовки.|По историческому описанию сопоставить тару и объём совместной работы; показать этапы как музейный рассказ.|food|Заготовки
Сечка: капусту рубят особым орудием|Сечка рубит капусту особым лезвием. Назначение инструмента видно в его движении: знакомый продукт требует собственной организации работы.|Показать условную траекторию сечки над корытом; сравнить с формой выбранного музейного образца.|R|Домашний труд
Квашня и закваска: живое ожидание хлеба|В квашне тесто оставляют подниматься. Хлеб требует не только движения рук, но и ожидания — домашний труд умеет вовремя остановиться.|Собрать стадии выбранного исторического способа выпечки; отличить время действий от времени ожидания.|food|Питание
Солёные огурцы: летний огород в осеннем запасе|Солёные огурцы переносят летний огород в холодный сезон. Заготовка меняет вкус продукта и продлевает путь урожая до семейного стола.|Сопоставить календарь сбора и хранения в выбранном источнике; раскрыть роль исторической тары.|food|Заготовки
Коромысельные серьги: название подсказывает форму|Коромысельные серьги напоминают знакомое орудие формой. Бытовое сравнение помогает прочитать устройство украшения, которое носили совсем иначе.|Сравнить силуэт выбранных серёг с названием из карточки; прочие значения не додумывать.|collect|Украшения
Накосник и лента: подарок вплетается в причёску|Лента и накосник входят в причёску как подарок. Личная вещь соединяет украшение волос с памятью о человеке, который её преподнёс.|По документированной истории выбранного украшения соединить дарителя, получательницу и способ ношения.|collect|Личный подарок
Сундук невесты: запас труда перед новой жизнью|Сундук невесты собирает вещи, подготовленные к новой жизни. За наполнением стоит запас семейного труда, который нельзя измерить одним размером сундука.|Открыть опись выбранного приданого; распределить вещи по назначению и увидеть объём подготовленного труда.|weddings|Семья
Приданое на виду: вещи рассказывают о мастерстве|Приданое выставляют на обозрение. Ткань, швы и отделка делают мастерство видимым другим людям — домашний труд получает общественную оценку.|Восстановить по локальному описанию порядок показа вещей; выделить предметы ручной работы.|weddings|Семейные обычаи
Осенний наём: работа выводит человека из деревни|Осенний наём выводит работника за пределы деревни. Дорога связывает семейное хозяйство с чужой работой и новым порядком повседневной жизни.|На документированной биографии провести путь от дома к месту работы; отметить возвращение и принесённые навыки.|R|Труд и перемещения
Фотография в ателье: человек выбирает свой образ|В фотоателье человек выбирает, как предстать перед камерой. Костюм, поза и обстановка превращают снимок в подготовленное личное представление.|На подписанном снимке отметить позу, фон и одежду; отделить наблюдение от догадки о характере.|R|Город и память
Воздвижение: капустные хлопоты в имени праздника|В народном описании Воздвижения появляются капустные хлопоты. Праздничное имя встречается с сезонной заготовкой семейного стола.|Соединить названия «Капустки» и «Капустницы» с музейным описанием; раскрыть выбранный местный обычай.|vozdvizhenie/К|Народный календарь
Семейный фотоальбом: подпись спасает имя|Подпись в альбоме сохраняет имя рядом с лицом. Несколько слов могут удержать связь поколений, которую само изображение уже не объясняет.|Сравнить снимок с подписью и без неё; заполнить карточку только установленными сведениями.|R|Семейная память
Почтовый конверт: адрес рисует путь|Почтовый адрес превращает конверт в маршрут. Имя получателя и название места помогают личному письму пройти через незнакомые руки.|Прочитать адрес и штемпели выбранного конверта; нанести подтверждённые пункты на карту.|R|Связь и расстояние
Осенний ремонт одежды: вещь получает ещё сезон|Осенняя починка даёт одежде ещё один сезон. След ремонта показывает заботу о вещи и умение продолжить её службу вместо немедленной замены.|Приблизить след ремонта на выбранном костюме; сопоставить материал заплаты и основной ткани.|costume|Бережливость
@10|Октябрь|Свадьба, родство и устройство нового дома
Сватовство в двух шагах: договориться не сразу|Сватовство не обязательно заканчивается первым визитом. Свадебная договорённость складывается по местному порядку, соединяя несколько действий и встреч.|По белгородскому описанию расставить два этапа; открыть участников и предмет разговора каждого.|wedding|Свадьба
Смотр дома: брак связывает два хозяйства|Перед браком знакомятся с другим хозяйством. Смотр дома показывает, что новая семейная связь касается повседневного устройства жизни.|По выбранному локальному описанию составить маршрут знакомства с хозяйством; показывать только подтверждённые действия.|weddings|Свадьба
Рукобитье: соглашение становится видимым|Рукобитье делает договорённость видимой. Жест становится частью местного свадебного порядка, по которому окружающие узнают о принятом решении.|Найти жест и участников в конкретном описании; связать его с местом в свадебной последовательности.|weddings|Свадьба
Свадебные роли: дружка, сваха, подруги|Дружка, сваха и подруги выполняют разные свадебные роли. Общий праздник держится на людях, которым поручены конкретные действия.|Распределить действия между персонажами по одному локальному источнику; открыть объяснение каждой роли.|weddings|Свадьба
Свадебное приглашение: известие идёт по селу|Приглашение разносит свадебную новость по селу. Будущая встреча начинается раньше застолья — с личного обращения и принятого способа звать гостей.|Восстановить подтверждённый путь приглашения; увидеть круг людей, которых объединяет праздник.|weddings|Соседство
Девичник: последнее собрание в прежнем кругу|Девичник собирает прежний круг перед переменой. Праздничная встреча сохраняет момент, когда отношения подруг получают новое продолжение.|Сопоставить последовательность действий и песню выбранной традиции; выделить момент прощания.|weddings|Свадьба
Невестина коса: причёска обозначает переход|Невестина причёска меняется в ходе свадьбы. Волосы становятся видимым знаком перехода, который местная традиция оформляет определёнными действиями.|По локальной записи сопоставить два состояния причёски; показать участников изменения и их действия.|weddings|Одежда и обряд
Свадебное причитание: печаль внутри праздника|Свадебное причитание допускает печаль внутри праздника. Голос выражает переживание перемены, не отменяя радости общего события.|Проследить текст выбранной записи; выделить обращение и прощание, не превращая голос в конкурс веселья.|weddings|Речь и чувство
Причитание и песня: два способа говорить|Причитание и песня по-разному организуют речь. В свадебной записи слышно, как человеческое переживание получает разные музыкальные формы.|Сравнить два коротких атрибутированных фрагмента одной традиции; отметить свободное и повторяющееся движение фразы.|weddings|Музыкальная культура
Свадебное деревце: предмет собирает действия|Свадебное деревце собирает вокруг себя действия участников. Небольшой предмет становится опорой местного обряда и последовательности встречи.|По выбранному локальному источнику проследить, кто украшает, несёт и получает предмет.|weddings|Обрядовый предмет
Лента невесты: знак прежнего девичества|Лента невесты связана с прежним девичеством. Передача или смена украшения превращает личную вещь в знак перемены семейного положения.|Рассмотреть подтверждённый образец или описание; восстановить его путь в одном свадебном обряде.|weddings|Свадебная вещь
Свадебный каравай: еда становится общим действием|Каравай включён в общее свадебное действие. Праздничная еда получает смысл через приготовление, встречу и участие конкретных людей.|По местному описанию распределить роли и этапы; сопоставить форму хлеба с его обрядовым использованием.|weddings|Свадебная трапеза
Каравайная песня: работа получает свой голос|Каравайная песня сопровождает работу рук. Приготовление свадебного хлеба соединяет общий голос с последовательностью домашнего дела.|Соединить фрагмент записанной песни с конкретным этапом обряда; показать подпись исполнителей.|weddings|Песня и действие
Покров: осень открывает свадебные ожидания|Покров входит в народные свадебные ожидания осени. Праздничная дата хранит сезонную связь семейных надежд с завершением части хозяйственных работ.|Выделить в музейном описании церковное и народное содержание; открыть одну локальную свадебную примету как поверье.|pokrov-bogorodicy/К|Народный календарь
Свадебный поезд: деревня видит переход|Свадебный поезд делает переход видимым для деревни. Движение между домами связывает личное семейное событие с пространством всего поселения.|Проложить подтверждённый маршрут по схеме поселения; раскрыть действия на каждой остановке.|weddings|Свадебная дорога
Хлеб-соль при встрече: принять человека в дом|Хлебом и солью встречают входящих в дом. Привычные продукты становятся частью принятия человека и открытого обращения хозяев к гостю.|По локальному описанию сопоставить предметы, жесты и слова встречи; указать, что именно подтверждено.|weddings|Гостеприимство
Свадебный головной убор: прежний наряд меняет статус|Свадебный убор меняет прежний вид невесты. Слои одежды оформляют переход, который окружающие считывают по местным правилам костюма.|Собрать новый комплект по музейному образцу той же традиции; сравнить с девичьим.|costume|Костюм и семья
Красный угол: где собирается важное|В красном углу собираются значимые домашние предметы. Порядок комнаты выделяет место, к которому обращаются в важных семейных обстоятельствах.|На схеме выбранного русского интерьера найти красный угол; открыть его документированное бытовое и обрядовое значение.|R|Дом
Место за столом: порядок виден в рассадке|Рассадка делает отношения видимыми за столом. Место гостя связано с местным порядком встречи — близость к другому человеку не случайна.|Рассадить участников по конкретному свадебному описанию; получить комментарий о местном порядке.|weddings|Семейные отношения
Величальная песня: назвать достоинства человека|Величальная песня называет достоинства человека. Праздничный голос обращает внимание собрания на того, кому адресованы слова.|В выбранной записи выделить адресата и образы похвалы; связать текст с местом исполнения.|wedding|Песня
Корильная песня: шутка имеет свои границы|Корильная песня включает шутку в свадебное общение. Её смысл зависит от ситуации и границ, которые признают участники конкретной традиции.|Прочитать короткий атрибутированный фрагмент с объяснением ситуации; различить обрядовую роль и личную оценку.|wedding|Юмор и общение
Отдаривание: подарок получает ответ|На свадебный дар отвечают отдариванием. Вещь проходит между людьми и поддерживает связь, которая не исчерпывается одной передачей подарка.|По локальной описи построить цепочку дарителей и получателей; не добавлять универсальных свадебных норм.|weddings|Родство
Свекровь, тёща, зять: новые слова после свадьбы|После свадьбы появляются новые названия родства. Свекровь, тёща и зять обозначают разные связи внутри расширившегося семейного круга.|Переключать точку зрения на семейной схеме; получать название родственной связи.|weddings|Родство и речь
Первое утро в новом доме|Первое утро в новом доме продолжает свадебную перемену. За торжественным переходом начинается знакомство с повседневным порядком другой семьи.|По документированному описанию восстановить один утренний эпизод; показать пространство и участников.|weddings|Семейный переход
Большебыково: у свадьбы есть местный порядок|В Большебыкове свадьба имеет свой порядок. Местная запись сохраняет конкретные роли и действия, которые нельзя автоматически приписать всем русским сёлам.|Открыть карточку этой традиции, отметить её место и сопоставить этапы с другой отдельно подписанной традицией.|weddings|Белгородчина
Томское Приобье: русская свадьба вдали от прежней родины|Русская свадьба Томского Приобья живёт вдали от прежней родины. Запись позволяет увидеть местное продолжение семейной традиции в новом окружении.|На карте связать место записи с выбранным свадебным материалом; особенности раскрывать по карточке старожилов.|weddings|Русские Сибири
Кеба: северная свадьба в голосах села|Северная свадьба Кебы сохраняется в голосах села. Имена исполнителей и обстоятельства записи возвращают обряду конкретное человеческое место.|Выбрать атрибутированный фрагмент кебской традиции; следить за голосом и подписью участницы.|keba|Русский Север
Локня и Ловать: свадьба на карте речных мест|Локня и Ловать задают географию свадебных записей. Речная карта помогает различать местные варианты вместо одной собирательной церемонии.|На карте отметить места выбранных записей; показать общие и различающиеся элементы без смешения обрядов.|weddings|Псковские традиции
Сланцевский район: семейный обряд сохраняется в записи|Запись из Сланцевского района удерживает семейный обряд во времени. Слышимый голос связывает исследование традиции с конкретным исполнителем.|Сопоставить полевое описание и сохранившиеся песни; отметить документированные и утраченные части.|weddings|Память о традиции
Городское свадебное фото: новый язык старого события|Городское свадебное фото выбирает новые позы и декорации. Семейное событие получает другой визуальный язык, сохраняя желание оставить память о встрече.|Сравнить два подписанных свадебных снимка разных поколений одной семьи; отметить видимые изменения.|R|Городская семья
Семейная история без придуманного диалога|Семейная история складывается из снимков, подписей и свидетельств. Отсутствующий разговор остаётся неизвестным — память сильнее без выдуманной цитаты.|Собрать рассказ из фото, вещи и свидетельства; пометить установленные факты и семейное предание.|R|Семейная память
@11|Ноябрь|Мастерские, вечерняя работа и красота вещей
Федоскинская шкатулка: бумага становится прочной вещью|Бумага становится прочной федоскинской шкатулкой. Под живописью скрыта работа с основой — привычный материал получает неожиданную долговечную форму.|Собрать условные стадии папье-маше по описанию промысла; сравнить основу и готовую вещь.|paint|Лаковая миниатюра
Федоскинский свет: блеск под живописью|Блеск под федоскинской живописью меняет вид изображения. Свет проходит через художественные слои и становится частью мастерского замысла.|Переключать условные слои выбранной техники; сопоставить отражение света с музейным образцом.|paint|Мастерство
Палехская миниатюра: большая история на маленькой крышке|На маленькой палехской крышке помещается большой сюжет. Масштаб миниатюры требует точности, чтобы фигуры и события оставались различимыми.|На выбранной миниатюре найти фигуры и путь взгляда; собрать карту рассказа, не копируя живопись целиком.|paint|Вещь и рассказ
Холуйская миниатюра: местная школа общего ремесла|Холуйская миниатюра сохраняет почерк местной школы. Общий вид ремесла не стирает различий в том, как мастера строят изображение.|Сопоставить подписанные работы Холуя и Палеха; отметить наблюдаемые различия, не выводя правила по одному предмету.|craft|Ремесленные центры
Мстёрская миниатюра: пейзаж вокруг действия|Мстёрский пейзаж окружает действие миниатюры. Маленькая поверхность вмещает пространство, в котором фигуры получают своё место и направление движения.|Разделить выбранное изображение на планы; вернуть фигуры в среду и сравнить восприятие.|craft|Ремесло
Ростовская финифть: цвет выдерживает огонь|Цвет ростовской финифти проходит через обжиг. Изображение возникает не одним движением кисти — огонь участвует в работе мастера.|Разложить по порядку этапы эмалевой работы из описания промысла; открыть готовый предмет под лупой.|craft|Эмаль
Скань: узор из металлической нити|Металлическая нить складывается в ажурную скань. Твёрдый материал выглядит лёгким благодаря изгибам, соединениям и оставленным просветам.|Проследить линию проволоки на выбранном изделии; собрать условный элемент из простых изгибов.|craft|Металл
Дмитриев день: память собирает родных|Память о родных собирает людей вместе. Обычай Дмитриева дня возвращает внимание к семейной связи, которая продолжается за пределами одной жизни.|По музейному описанию найти формы поминовения; отдельно показать Дмитриев день и подвижную поминальную субботу.|dmitriev-den/К|Память и календарь
Великоустюжская чернь: чёрный рисунок на серебре|Великоустюжская чернь создаёт тёмный рисунок на серебре. Различие поверхностей помогает прочитать тонкую работу на небольшой металлической вещи.|Сравнить выбранный предмет до условного выделения рисунка и после; открыть название техники.|craft|Металл
Параскева Пятница: покровительство женским занятиям|Образ Параскевы Пятницы связан с женскими занятиями в народной традиции. Почитание получает местное выражение в отношении к труду и его ритму.|Соединить музейное описание с конкретным занятием; запреты и поверья показывать как исторические представления.|sukkot1/К|Народный календарь
Торжокское золотное шитьё: блеск ложится стежками|Блестящая нить торжокского шитья удерживается на ткани стежками. Под нарядной поверхностью находится точный порядок закрепления материала.|На увеличенной схеме выбранного приёма проследить крепление; затем найти его на музейной работе.|craft|Шитьё
Крестецкая строчка: узор появляется в просветах|В крестецкой строчке часть нитей убирают ради узора. Просветы становятся рисунком, а оставшиеся соединения удерживают ткань целой.|На условной сетке выделить нити основы и рисунка; сравнить с подписанным образцом строчки.|craft|Текстиль
Елецкое кружево: мелкая сетка держит рисунок|Мелкая сетка елецкого кружева связывает крупные мотивы. Воздушный рисунок держится на деталях, которые легко пропустить при первом взгляде.|Приблизить выбранную работу, найти связки между мотивами и проследить один участок.|craft|Кружево
Кузьминки: праздник ремесла и молодёжного общения|Кузьминки соединяют ремесленный труд с молодёжным общением. Праздничный день открывает другой порядок встречи внутри сезона вечерней работы.|В музейном описании выделить выбранный русский обычай; собрать его участников и последовательность.|kuz-minki/К|Народный календарь
Кружево «Трактор»: техника принимает новый сюжет|Трактор появляется внутри кружевного узора. Народная техника принимает машинный сюжет — традиционное ремесло рассказывает о новой эпохе.|Найти трактор внутри орнамента музейного края; сравнить технический силуэт и кружевное решение.|lace-tractor|Традиция XX века
Павловопосадский платок: букет виден даже в складках|Букет павловопосадского платка остаётся виден в складках. Композиция рассчитана на ношение: квадрат ткани работает в объёмном движении.|Сложить условный квадрат тремя способами; увидеть, какие части композиции остаются на виду.|craft|Текстиль
Оренбургский пуховый платок: тепло в тонкой нити|Тонкая пуховая нить собирается в оренбургский платок. Лёгкость вещи связана с материалом и вязанием, которые можно рассмотреть вблизи.|Под лупой сравнить пряжу и рисунок выбранного платка; документированные испытания показывать отдельно от легенд.|craft|Текстиль
Каслинское литьё: металл передаёт мелкую форму|Каслинское литьё передаёт тонкие детали в тяжёлом металле. Видимая лёгкость формы требует точной работы на разных этапах изготовления.|Повернуть выбранную бытовую отливку; найти тонкие элементы и открыть этапы формы и литья по источнику.|craft|Металл
Тагильский поднос: металл становится цветочным полем|Тёмный тагильский поднос становится цветочным полем. Роспись меняет восприятие металла, сохраняя форму вещи для повседневного использования.|Наложить условную композицию на разные фоны; сравнить с атрибутированным подносом.|craft|Роспись
Шемогодская береста: узор прорезан насквозь|Шемогодский узор прорезан в бересте насквозь. Тонкие перемычки удерживают ажур целым — красота зависит от сохранённой прочности материала.|На условном фрагменте выделить перемычки; сопоставить их с выбранным резным изделием.|craft|Береста
Вятский кап: дерево уже принесло свой рисунок|Вятский кап приносит природный рисунок ещё до обработки. Мастер выбирает форму, в которой выросшая структура дерева становится видимой.|Сопоставить заготовку и вещь; выделить природный рисунок и обработанную форму.|craft|Дерево
Холмогорская резьба по кости: маленькие просветы|Холмогорская резьба складывает ажур из маленьких просветов. Отдельная костяная деталь требует точного соединения с остальными частями вещи.|Увеличить выбранный образец; проследить границы вставки и способ её соединения с основой.|craft|Косторезное ремесло
Тобольская костяная миниатюра: жест в малом масштабе|Тобольская миниатюра передаёт занятие человека в малом масштабе. Жест и рабочий предмет помогают прочитать сцену без длинного пояснения.|Рассмотреть подписанную бытовую сцену с разных сторон; найти предмет, объясняющий действие.|craft|Мастерство
Абрамцево-кудринская резьба: листья выходят из поверхности|Листья кудринской резьбы выступают над поверхностью дерева. Округлый рельеф меняет свет и тень, когда взгляд смещается вокруг вещи.|Передвинуть условный источник света над цифровым образцом; сравнить рельеф и плоский контур.|craft|Дерево
Дулёвская чашка: повседневная вещь несёт роспись|Роспись дулёвской чашки учитывает ручку и край. Цветок попадает на предмет, которым пользуются, — художественная композиция встречается с формой посуды.|Разместить условный цветок на форме чашки; сопоставить с выбранным подписанным изделием.|craft|Фарфор
Скопинский сосуд: гончарная форма становится затейливой|Скопинский сосуд соединяет ёмкость с фигурным декором. Среди затейливых деталей остаются горло, ручка и рабочее устройство посуды.|Повернуть музейный образец; найти горло, ручку и декоративные части, прочитать их описание.|craft|Керамика
Судогодская игрушка: местный почерк в маленькой вещи|Судогодская игрушка сохраняет местный почерк в маленькой форме. Сравнение близких вещей помогает заметить отличия, которые теряются за общим словом «промысел».|Сравнить подписанные местные образцы с другим центром; выделить только наблюдаемые отличия.|sudogda|Региональное ремесло
Подпись мастера: увидеть человека за узором|Подпись возвращает узору имя мастера. Народное ремесло состоит из труда конкретных людей — знакомый рисунок не возникает сам по себе.|Найти подпись или документированное имя у выбранной вещи; собрать короткую карточку автора.|craft|Люди традиции
Ученическая работа: ошибка показывает путь к умению|Ученическая ошибка показывает ещё не освоенный приём. Сравнение работ делает видимым путь руки от первой попытки к уверенной точности мастера.|С разрешения мастера сопоставить учебный и зрелый образцы; открыть конкретный освоенный приём.|craft|Передача навыка
Посиделки: совместная работа и разговор|На посиделках трудятся и разговаривают вместе. Вечерняя работа становится местом общения, где передаются песни, рассказы и повседневный опыт.|По локальному свидетельству разместить участников и занятия; открыть записанную песню или рассказ той же традиции.|R|Общение
@12|Декабрь|Зимний быт, рассказы и семейное продолжение
Полушубок: тепло при свободных руках|Полушубок оставляет больше свободы для работы, чем длинная верхняя одежда. Длина вещи связана с движением человека в зимнем хозяйстве.|Сравнить два документированных силуэта верхней одежды; сопоставить длину с выбранным занятием.|costume|Зимняя одежда
Рукавицы: пальцы сохраняют тепло вместе|Рукавица собирает пальцы в общем пространстве. Материал и следы износа помогают увидеть, как одежда служила рукам на морозе.|Рассмотреть выбранные рукавицы, найти следы износа и сопоставить материал с местным описанием.|costume|Одежда
Онучи: обувь начинается до лаптя|Онучи входят в обувной комплект раньше лаптя. Несколько слоёв работают вместе — повседневная обувь начинается с подготовки самой ноги.|По атрибутированной схеме собрать слои обувного комплекта; показать местный вариант без универсального рецепта.|costume|Одежда
Введение: зимняя дорога входит в праздник|В народных описаниях Введения появляется зимний выезд. Сани связывают праздничную встречу с дорогой, которая стала доступна по снегу.|Сопоставить календарное название с музейным рассказом о зимнем выезде; открыть подтверждённые детали.|vvedenie/К|Народный календарь
Сани-розвальни: ширина ради груза|Розвальни расширяют место для хозяйственного груза. Рабочие сани отличаются от прогулочных потому, что служат другому содержимому и делу.|Расположить условный хозяйственный груз на схеме; сравнить опоры с выбранным музейным образцом.|R|Зимняя дорога
Дровни: запас тепла везут по снегу|Дровни везут длинный груз на короткой основе. Укладка связывает устройство саней с будущим запасом тепла для дома.|По документированной конструкции собрать условную укладку; увидеть связь груза и устройства саней.|R|Хозяйство
Дровяная поленница: порядок помогает запасу|Поленья складывают в поленницу, а не только собирают в кучу. Порядок укладки превращает множество отдельных кусков дерева в устроенный запас.|Сравнить два способа условной укладки с музейной фотографией; раскрыть выбранный хозяйственный приём.|R|Зимние запасы
Печной заслон: небольшая деталь большого очага|Печной заслон закрывает устье большого очага. Небольшая съёмная деталь имеет своё место в устройстве, вокруг которого организован домашний труд.|На музейной схеме найти заслон и его место; показать назначение без инструкции по эксплуатации печи.|R|Дом
Егорий зимний: имя дня хранит историческую память|Юрьев день остался в известной поговорке. Народное выражение хранит след исторической перемены, который требует отдельного объяснения событий.|Сопоставить музейное объяснение имени и поговорку; датировки и правовую историю раскрывать по отдельной проверенной справке.|egorij-zimnij/К|Календарь и речь
