date,title,hook,mechanic,evidence,source_urls,source_ids,theme,date_type,date_reason,preparation,editorial_dependency,broad_122,production_ready
08.03,Открытка к 8 Марта: праздник становится личным,Что превращает массовую открытку в обращение к одному человеку?,Рассмотреть печатную открытку и набрать рядом собственное поздравление. Сравнить готовую праздничную формулу и личные слова; сохранить свою карточку.,"Открытка «8 марта!», Москва, ИПФ «Стезя», 2012 г.; каталог РГБ. РЭМ подтверждает календарную дату и общественный смысл праздника. Русскоязычная семейная культура XXI в.",https://search.rsl.ru/ru/record/01006565357 ; https://ethnomuseum.ru/collections/ethnocalendar/march/mezhdunarodnyj-zhenskij-den/,card ; women,Семья и современный быт,К,"8 Марта; ежегодный праздник, не дата изготовления открытки",Получить доступное изображение. Реальная подписанная открытка для исторического сравнения пока не выбрана; пользовательский текст не выдавать за старое письмо.,Запись/альбом/описание; проверить локальность и пригодность,False,False
09.03,Угольный утюг: маленькая топка на столе,"Зачем утюгу отверстия, если гладить должна его подошва?",Открыть условный разрез и проследить движение воздуха к углям. Сопоставить нагрев изнутри с январским рубелем и увидеть изменение домашнего труда.,"Первая половина XX в., Западная Сибирь, СССР; Музей истории города Урай. Угольный утюг, литьё.",https://ar.culture.ru/ru/subject/utyug-8,iron,Дом и техника,У,тематическое размещение; дата не является годовщиной,Сверить устройство отверстий по фотографиям. Только учебный разрез; время нагрева и температура не моделируются без замеров.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
10.03,Тверское полотенце: вещь встречает важные дни семьи,"Почему нарядное полотенце берегли для событий, а не только для умывания?",Рассмотреть концы полотенца и расположить его на подписанных схемах двух обрядовых ситуаций. Пояснение раскрывает роль вещи в семейной жизни.,"Тверская губерния, конец XIX — начало XX в.; Музей тверского быта. Домотканое полотно, ситец, кружево, вышивка. Музей описывает бытовые и обрядовые функции полотенец.",https://ar.culture.ru/ru/subject/polotence-obryadovoe,towel,Семья и обычаи,У,тематическое размещение; дата не является годовщиной,Выбрать документированный тверской вариант обычая. Не выдавать все общерусские функции за биографию этой вещи; март не объявляется свадебным сезоном.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
11.03,"Солоница-утица: птица, которая хранит соль",Где у деревянной утки спряталась крышка?,"Сдвинуть верх спинки на схеме, открыть полость и вернуть крышку. Рассмотреть, как мастер совместил узнаваемую птицу с удобным сосудом.","XIX в., Российская империя; музей «Русская старина», Смоленск. Дерево, долбление и резьба; музей описывает сдвижную крышку. Точное место изготовления не указано.",https://ar.culture.ru/ru/subject/solonica-1,salt,Дом и красота вещи,У,тематическое размещение; дата не является годовщиной,Нужны ракурсы крышки и полости. Не приписывать предмету конкретный миф без местного свидетельства.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
12.03,Туес: сосуд с двумя берестяными стенками,Как берёзовая кора превращается в посуду для питья?,"Раздвинуть слои схемы: сколотень, наружная рубашка, дно и крышка. Собрать обратно и проследить, где остаётся цельная внутренняя стенка.",Начало XX в.; Голышмановский краеведческий музей. Береста и дерево; точное место изготовления не указано. Обзор описывает конструкцию туесов в русском быту.,https://ar.culture.ru/ru/subject/tues-28,tues,Материал и устройство,У,тематическое размещение; дата не является годовщиной,Нужны ракурсы выбранного предмета. Не обещать срок сохранности молока и не называть любой берестяной короб герметичным.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
13.03,"Крынка из Уразова: горло, за которое удобно держать",Почему у этого молочного сосуда нет ручки?,"Совместить контур руки со сужением крынки, затем открыть разрез сосуда. Увидеть, как форма помогает держать и обслуживать повседневную посуду.","Слобода Уразово, конец XIX в.; Уразовский краеведческий музей. Гончарная работа; карточка подтверждает местное изготовление и применение для молока.",https://ar.culture.ru/ru/subject/krynka-26,milk,Дом и питание,У,тематическое размещение; дата не является годовщиной,"Нужен снимок профиля и описание местного быта. Не обещать, что молоко в глине не портится.",Есть адрес предметной карточки; сверить содержание и медиа,False,False
14.03,Авдотья Плющиха: весна говорит названиями,"Почему один день зовут и Свистуньей, и Весновкой, и Плющихой?","Соединить народные названия с явлениями: ветер, оттепель, подтаявший наст. Открыть музейное пояснение и различить наблюдение за погодой и примету о будущем.","14 марта, 1 марта по старому стилю. Белгородский государственный музей народной культуры публикует названия и объяснения дня. Это обзор традиции, не описание одного экспоната.",https://xn--90aevhf.xn--p1ai/%D0%BA%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80%D1%8C/%D0%BC%D0%B0%D1%80%D1%82/14-%D0%BC%D0%B0%D1%80%D1%82%D0%B0,avdotya,Встреча весны,К,Авдотья Плющиха — 14 марта по современному календарю,Нужны местные фотографии весны и атрибутированная запись речи; погоду конкретного года не предсказывать по приметам.,Запись/альбом/описание; проверить локальность и пригодность,False,False
15.03,Ступа: крупа начинается с тяжёлого песта,"Что делали со ступой в настоящем доме, пока Баба-яга летала в сказке?","На схеме разделить зерно, оболочку и результат толчения. Затем рассмотреть толстое основание ступы и объяснить, зачем ей устойчивость.","Конец XIX — начало XX в., Архангельская область — в современной географии карточки; «Выставочные залы Москвы», «Протомузей». Ступа выдолблена из цельного комля берёзы.",https://ar.culture.ru/ru/subject/stupa-s-pestom-15,mortar,Дом и питание,У,тематическое размещение; дата не является годовщиной,Нужны вид внутренней полости и образцы зерна. Отличить получение крупы от размола в муку 16 марта.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
16.03,Ручные жернова: мука между двумя камнями,"Куда исчезает зерно, которое насыпали в середину?",Повернуть верхний жернов учебной модели; разрез показывает путь зерна от отверстия к краю. Сравнить помол с толчением в ступе.,"1930 г., СССР; Верхнепышминский исторический музей. Гранитные ручные жернова. Место изготовления точнее страны не указано.",https://ar.culture.ru/ru/subject/zhernova-28,mill,Дом и питание,У,тематическое размещение; дата не является годовщиной,Сверить рельеф рабочих поверхностей и рукоять. Учебная анимация не является замером выхода муки.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
17.03,Герасим Грачевник: заметить возвращение птиц,Как прилёт грачей превращался в событие всей деревни?,"Отметить птиц и гнёзда на документированном весеннем изображении, затем открыть местное наблюдение и народное толкование. Сравнить, что человек видел и чего ожидал.",17 марта. РЭМ связывает день с наблюдениями за грачами в центральной и отчасти северной России и описывает встречу весны. Реальный прилёт зависит от места и погоды.,https://ethnomuseum.ru/collections/ethnocalendar/march/gerasim-grachevnik/,rooks,Встреча весны,К,Герасим Грачевник — ежегодный день народного календаря,Выбрать конкретную местность и изображение. Не задавать 17 марта как обязательную дату прилёта; выпечку подробно раскрывает 22 марта.,Запись/альбом/описание; проверить локальность и пригодность,False,False
18.03,Решето из Заузолья: размер дырочек меняет результат,Почему одной сеткой нельзя одинаково просеять всё?,"Сопоставить две учебные сетки с разными ячейками и одну смесь условных частиц. Увидеть, что проходит вниз, а что остаётся сверху; открыть реальное лыковое решето.","Первая половина XX в.; МВЦ «Отчина», экспозиция «Быт крестьян Заузолья». Деревянный обод и плетёное полотно; музей отличает решето от более мелкого сита.",https://ar.culture.ru/ru/subject/resheto-6,sieve,Дом и питание,У,тематическое размещение; дата не является годовщиной,Размер ячейки образца измерить; сравнительное сито подобрать отдельно. Не выдавать модельные частицы за музейный опыт.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
19.03,"Грифельная доска: тетрадь, которую можно стереть","Как учиться письму, если новая страница не нужна?","Написать слово на цифровом поле, стереть его и решить короткую задачу. Рядом остаётся музейная доска и объяснение, почему сланец служил школьной принадлежностью.","Начало XX в., Российская империя; Нижнеломовский краеведческий музей. Сланец в деревянной раме, 25 × 18 см.",https://ar.culture.ru/ru/subject/doska-grifelnaya,slate,Детство и учёба,У,тематическое размещение; дата не является годовщиной,Выбрать исторический учебный пример; современное задание так и подписать. Рукописный ввод не требует загрузки личных данных.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
20.03,Скобель северного плотника: нож с двумя ручками,Зачем держать один нож сразу двумя руками?,Проследить направление рабочего движения на схеме заготовки. Поочерёдно открыть кору и очищенную поверхность; увидеть назначение широкого лезвия.,"Первая половина XX в.; Северный морской музей, Архангельск. Металл и дерево; инструмент из экспозиции северного мореплавания. Конкретный мастер и место изготовления не указаны.",https://ar.culture.ru/ru/subject/skobel-2,drawknife,Русский Север и ремесло,У,тематическое размещение; дата не является годовщиной,Нужна подписанная демонстрация северного мастера. Не смешивать деревообрабатывающий скобель с инструментом выделки шкур.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
21.03,Абашевская барыня: маленькая скульптура со свистом,Как внутри нарядной глиняной фигуры помещается музыкальный инструмент?,"Повернуть изображение и найти свистковый канал, затем открыть подписанную схему его работы. Прослушать запись аналогичного инструмента, указав исполнителя и образец.","Начало XXI в., село Абашево, Пензенская область; Туапсинский музей им. Н. Г. Полетаева. Глина, лепка, обжиг, роспись; игрушка «Барыня».",https://ar.culture.ru/ru/subject/igrushka-abashevskaya-barynya-svistulka,whistle,Игрушка и живая традиция,У,тематическое размещение; дата не является годовщиной,Канал и звучание именно музейного предмета пока не проверены. Запись аналога не выдавать за голос оригинала; не называть дату местным праздником свиста.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
22.03,"Сороки: жаворонок, которого испекли для весны",Почему весну встречали с птицей из теста в руках?,"Сравнить два музейных муляжа и собрать условный силуэт летящей птицы. Открыть рассказ о детском участии во встрече весны и о том, как съедобная вещь попала в музей.","22 марта. РЭМ: муляж печенья «жаворонки», русские, г. Тверь, 1904 г.; второй муляж «жаворонок», русские, 1910 г. Это музейные муляжи, не сохранившаяся выпечка.",https://ethnomuseum.ru/collections/ethnocalendar/march/soroki-den-pamyati-soroka-muchenikov-sevastijskih/,larks,Встреча весны,К,"Сороки — 22 марта, 9 марта по старому стилю",Нужны изображения с точными подписями. Аудиозапись заклички выбирается отдельно; слова реконструкции не выдавать за архивный голос.,Запись/альбом/описание; проверить локальность и пригодность,False,False
23.03,Лапти 1933 года: обувь из переплетённых полос,Как плоские полоски лыка огибают человеческую стопу?,"Сложить один участок косого плетения, затем увидеть его место в целом лапте. Добавить на схему онучи и оборы и понять, что обувь была частью комплекта.","1933 г., Шабалинский район; Шабалинский краеведческий музей. Лыко, плетение. Музей описывает косую решётку русских лаптей и способы ношения.",https://ar.culture.ru/ru/subject/lapti-1,bast,Одежда и повседневность,У,тематическое размещение; дата не является годовщиной,Нужны вид подошвы и проверенная схема этого плетения. Не обобщать лапти на всех жителей России и все занятия.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
24.03,Кузнецкий поршень: кожаная обувь без сапожного голенища,Как кусок кожи превращается в обувь?,"Сопоставить сохранившуюся обувь с подписанной развёрткой выбранного типа. Стянуть край модели и увидеть, где образуется объём для стопы.","XVII в., Россия; музей-заповедник «Кузнецкая крепость». Карточка описывает поршень и находки сапожных инструментов в Кузнецке.",https://ar.culture.ru/ru/subject/porshen,shoe,Русская Сибирь,У,тематическое размещение; дата не является годовщиной,Уточнить тип конкретного поршня и швы: не все поршни делали из одного куска. Не превращать реконструированную выкройку в археологический чертёж.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
25.03,Сошник из Мариинска: железо на конце деревянной сохи,Почему от старого орудия в музее могла остаться только железная часть?,"Поместить сошник на подписанную реконструкцию сохи. Увидеть, какая часть соприкасается с почвой и почему деревянная основа сохраняется хуже металла.",Начало XVIII в.; Музей истории города Мариинска. Металлический сошник; описание связано с земледелием русских переселенцев в Сибири.,https://ar.culture.ru/ru/subject/nakonechnik-rogatiny-1,plough,Земля и хозяйство,У,тематическое размещение; дата не является годовщиной,"Подобрать совместимый тип сохи и сверить реконструкцию. Март — подготовка к теме полевых работ, не установленный срок пахоты в Сибири.",Есть адрес предметной карточки; сверить содержание и медиа,False,False
26.03,Игрушечная борона: хозяйство в детском масштабе,Зачем ребёнку уменьшенная копия сельского орудия?,"Сопоставить миниатюру с подписанной схемой полноразмерной бороны, найти совпадающие части. После сравнения обсудить, как дети знакомились с трудом взрослых.","Кунсткамера: «Борона игрушечная», русские; Архангельская губерния, Печорский уезд, вторая половина XIX в., карточка OBJECT/299241. Атрибуция доступна в индексируемом описании; полное открытие карточки при проверке остановлено ошибкой сертификата.",https://collection.kunstkamera.ru/entity/OBJECT/299241?fund=22&index=15,harrow,Детство и хозяйство,У,тематическое размещение; дата не является годовщиной,"Получить размеры и изображение карточки, выбрать взрослый аналог. Конкретный способ игры владельца неизвестен; его не реконструировать как факт.",Есть адрес предметной карточки; сверить содержание и медиа,False,False
27.03,Севалка: зерно несут навстречу будущему хлебу,Как пройти поле и не оставить пустую полосу?,"На учебной схеме разметить пройденные полосы вешками, затем пройти с севалкой. Подсветка показывает пропуски и перекрытия; рядом — рассказ об опыте сеятеля.",XIX — начало XX в.; Вичугский городской музей. Севалка для ручного сева; музей описывает вешки и участие детей в разметке.,https://ar.culture.ru/ru/subject/sevalka-1,seed,Земля и хозяйство,У,тематическое размещение; дата не является годовщиной,Март — редакционное знакомство с подготовкой хозяйства. Срок сева зависит от местности; модель не рассчитывает урожайность.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
28.03,Бочонок: доски держат воду без гвоздей,Что удерживает вместе десятки отдельных деревянных частей?,Подобрать клёпки по форме и надеть обручи на схему. Разрез показывает плотное соединение боковин и дна; посетитель объясняет роль обруча.,"Исетский музей им. А. Л. Емельянова. Деревянный бочонок; в шапке карточки конец XIX в., в тексте начало XX в. Для календаря — рубеж XIX–XX вв.; расхождение требует уточнения.",https://ar.culture.ru/ru/subject/bochonok-6,barrel,Материал и устройство,У,тематическое размещение; дата не является годовщиной,"Нужны вид дна и обручей, схема соединения. Герметичность показывать как принцип, без обещания точного физического симулятора.",Есть адрес предметной карточки; сверить содержание и медиа,False,False
29.03,Сердобские ходики: домашнее время на цепочке,"Что заставляет часы идти, когда в них нет батарейки?","На схеме поднять гирю и проследить передачу движения к механизму. Сопоставить циферблат с семейным распорядком, увидеть место часов в доме.","1947 г., Сердобский часовой завод; Историко-краеведческий музей Сердобска. Настенные маятниковые гиревые часы.",https://ar.culture.ru/ru/subject/chasy-nastennye-mayatnikovye-girevye,clock,Семья и быт XX века,У,тематическое размещение; дата не является годовщиной,Нужны схема соответствующей модели и домашняя фотография с атрибуцией. Звук записи аналога подписывать отдельно.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
30.03,Алексей Тёплый: прочитать весну по её именам,Почему у одного дня столько водяных названий?,"Сопоставить названия «водотек», «пролей кувшин», «с гор потоки» с изображениями весенней воды. Открыть объяснение и отделить метафору от прогноза погоды.","30 марта. Программа Старооскольского Дома ремёсел «Секреты Алексея теплого», 2025 г., описывает названия дня и народные представления. Это современное культурное описание, не полевая запись.",https://www.culture.ru/events/5691822/programma-sekrety-ale,alexei,Встреча весны,К,Алексей Тёплый — ежегодная дата народного календаря,Для страницы нужна местная запись обычая или речи. Не выдавать нынешнюю программу за свидетельство XIX века.,Запись/альбом/описание; проверить локальность и пригодность,False,False
31.03,Александр Шутихин: узор вдавлен в бересту,"Как украсить бересту рисунком, не рисуя по ней кистью?","Выбрать два чекана и поставить оттиски на условной берестяной полосе. Сопоставить с работой Шутихина: рисунок возникает от давления и повторения, а затем помогает прочитать руку мастера.","Александр Владимирович Шутихин, Котлас; работает с берестой с 1991 г. Описание Центра русского фольклора на Культура.РФ, этнос — русские; объяснены инструменты и тиснение.",https://www.culture.ru/objects/2975/tvorcheskoe-nasledie-berestyanshika-aleksandra-vladimirovicha-shutikhina-iz-goroda-kotlas-arkhangelskoi-oblasti,master,Человек и живая традиция,У,тематическое размещение; дата не является годовщиной,"Выбрать конкретную подписанную работу и запись с разрешением. В отличие от 12 марта здесь человек и приём декора, а не конструкция сосуда.",Запись/альбом/описание; проверить локальность и пригодность,False,False
01.04,Валёк: почему бельё приходилось колотить,Этой деревянной лопаткой не готовили еду. Что она делала у воды?,"На схеме показать движение валька по мокрому белью и посмотреть, как из ткани выходит вода. Сравнить с январским рубелем: похожие вещи решали разные задачи.","Валёк XIX века, дерево с резьбой; Гороховецкий историко-архитектурный музей, Владимирская область. Назначение — стирка и полоскание; мастер не указан.",https://ar.culture.ru/ru/subject/valyok-12,valek,Домашний труд,У,тематическое размещение; дата не является годовщиной,Фото обеих сторон и запись приёма. Схема не должна обещать измеренную эффективность стирки.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
02.04,Степан Хомутин: стиральная доска с именем мастера,Почему у обыкновенной стиральной доски есть автор?,"Провести условную ткань по гладкой и ребристой поверхностям; увидеть разницу контакта. Открыть цепочку «мастер — человек, сохранивший вещь — музей».","Степан Титович Хомутин, 1961 г.; Коченёвский краеведческий музей, Новосибирская область. Передана Людмилой Николаевной Носковой из рабочего посёлка Коченёво.",https://ar.culture.ru/ru/subject/doska-stiralnaya-3,wash,Человек и домашний труд,У,тематическое размещение; дата не является годовщиной,"Фото доски, схема трения; не приписывать дарительнице изготовление или неизвестную историю семьи.",Есть адрес предметной карточки; сверить содержание и медиа,False,False
03.04,Архангельское корыто: сосуд внутри бревна,"Как получить большую ёмкость, если нет ни досок, ни обручей?","Убирать слои с условной половины бревна, сохраняя стенки и дно. Сопоставить долблёную конструкцию с мартовским бочонком, собранным из частей.","Архангельская область, XIX — начало XX в.; 20 × 29 × 82 см, собрание объединения «Выставочные залы Москвы». Музей описывает разные назначения корыт; назначение именно этого экземпляра не уточнено.",https://ar.culture.ru/ru/subject/koryto-19,trough,Мастерство и материалы,У,тематическое размещение; дата не является годовщиной,Крупные планы торца и внутренней поверхности. Не изображать один предмет одновременно посудой и корытом для стирки.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
04.04,Керосиновая лампа: вечер зависит от фитиля,Как одним маленьким колёсиком сделать комнату светлее?,"Повернуть регулятор на условной схеме: фитиль поднимается и меняется пламя. Затем найти резервуар и стекло на музейной вещи, понять ежедневный уход за светом.","1930-е гг., СССР; Мурманский областной краеведческий музей, экспозиция «Поморы». В описании несколько ламп; сведения о московском заводе и Кандалакше относятся к отдельно описанному экземпляру.",https://ar.culture.ru/ru/subject/kerosinovaya-lampa-7,lamp,Дом и свет,У,тематическое размещение; дата не является годовщиной,"Уточнить соответствие фото и этикетки, не смешать два светильника. Анимация — объяснительная модель без физических нормативов.",Есть адрес предметной карточки; сверить содержание и медиа,False,False
05.04,Вербная ветка: как пальма стала близкой,Почему праздник о далёком Иерусалиме встречают с вербой?,"Соединить евангельский сюжет, пальмовую ветвь и местную вербу. При каждом соединении открывается объяснение: один смысл получает знакомый растительный образ.","Обзор РЭМ о православном Вербном воскресенье, последнее воскресенье перед Пасхой. Описана замена пальмовых ветвей вербой и русские домашние обычаи; конкретная местная запись не приведена.",https://ethnomuseum.ru/collections/ethnocalendar/april/verbnoe-voskresene/,willow,Весенние праздники,У,"условное размещение пасхального сюжета; праздник подвижный, это не его дата",Нужен датированный русский снимок с местом и подписью. Не закреплять праздник за 5 апреля.,Запись/альбом/описание; проверить локальность и пригодность,False,False
06.04,Корочанская пасочница: рисунок спрятан внутри,"Зачем украшать ту сторону деревянной формы, которую никто не видит?",Собрать четыре стенки и посмотреть условный отпечаток. Разобрать форму: внутренний резной рисунок становится наружным украшением творожной пасхи.,"Начало XX в., Корочанский уезд Курской губернии; Корочанский историко-краеведческий музей. Липовая форма из четырёх дощечек, 14 × 23 × 23,2 см.",https://ar.culture.ru/ru/subject/pasochnica-derevyannaya-syrnica,mould,Праздник и устройство вещи,У,"условное размещение пасхального сюжета; праздник подвижный, это не его дата",Фото каждой внутренней стенки и соединений; схему строить по ним. Творожную пасху отличать от печёного кулича.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
07.04,"Благовещение: день, когда работу откладывали","Что важнее привычной работы, если даже прялку оставляют в покое?",На условной сцене домашнего дня отметить работу и праздничную паузу. Открыть объяснения запретов как верований и способа выделить особое время.,"7 апреля по современному календарю. РЭМ описывает Благовещение и народные запреты на работу; это обобщение русской традиции, без единой обязательной практики для всех мест.",https://ethnomuseum.ru/collections/ethnocalendar/april/blagovewenie/,blago,Праздник и повседневность,К,Благовещение — ежегодная дата 7 апреля,Отобрать локальный рассказ или фото. Не повторять ошибочную связь 7 апреля с астрономическим равноденствием из обзорного текста.,Запись/альбом/описание; проверить локальность и пригодность,False,False
08.04,Пасхальное яйцо: подарок с обращением внутри,"Может ли маленький подарок рассказать, кто и кому его поднёс?","Открыть створки цифрового изображения, приблизить надпись, затем соединить дарителей и адресата. Прочитать подарок как человеческое обращение.","Москва, конец XIX в.; деревянное расписное яйцо из Музея имени Андрея Рублёва; подношение Елизавете Фёдоровне от московских старообрядцев, приемлющих священство. Размер 15,6 × 10 см; дерево, левкас, темпера, токарная работа.",https://ar.culture.ru/ru/subject/pashalnoe-yayco-1,egg,"Семья, вера и подарок",У,"условное размещение пасхального сюжета; праздник подвижный, это не его дата",Фото створок и надписи с правами. Не выдавать предание о Марии Магдалине за документальную историю происхождения обычая.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
09.04,Каталочки: яйцо становится игровым снарядом,"Как выиграть пасхальное яйцо, не разбивая его?","Выбрать направление на условном деревянном желобе и скатить яйцо к другим. После хода увидеть, какой предмет задет и как меняется очередь по выбранному варианту правил.","Культура.РФ описывает пасхальное катание яиц с дощечки или горки, в том числе применение деревянных яиц. Источник обзорный; единые правила всех русских селений не заявляются.",https://www.culture.ru/themes/630/kak-na-rusi-otmechali-paskhu,rolling,Праздник и игра,У,"условное размещение пасхального сюжета; праздник подвижный, это не его дата",Выбрать и подписать местный вариант перед реализацией. Не обещать точную симуляцию движения реального яйца.,Запись/альбом/описание; проверить локальность и пригодность,False,False
10.04,Пасхальная открытка: праздник приходит по почте,"Как поздравить человека, до которого нельзя дойти пешком?","Рассмотреть несколько открыток РНБ и выбрать изобразительное обращение к близкому. Составить собственное короткое поздравление, сохранив подпись исторического образца.","РНБ, виртуальная выставка русской пасхальной открытки начала XX в. Представлены разные издатели и художники; конкретный лист с лицевой и оборотной стороной отбирается перед страницей.",https://expositions.nlr.ru/ex_print/paskha/,card,"Город, семья и переписка",У,"условное размещение пасхального сюжета; праздник подвижный, это не его дата",Выбрать одну карточку с годом и издателем; авторский текст посетителя не выдавать за историческую надпись.,Запись/альбом/описание; проверить локальность и пригодность,False,False
11.04,Сахароколка Бажовых: сладость подают кусочками,Зачем к чаепитию понадобились кусачки с маленьким поддоном?,"На схеме расколоть условный кусок сахара и увидеть, куда падают крошки. Перейти к семейному правилу Бажовых — сначала напоить гостя чаем.","Мемориальный дом-музей П. П. Бажова, Екатеринбург. Этикетка: конец XIX в.; описание уточняет, что точные время и завод неизвестны, уральское происхождение передаётся в семейных воспоминаниях.",https://ar.culture.ru/ru/subject/saharokolka,sugar,Гостеприимство,У,тематическое размещение; дата не является годовщиной,Фото механизма и поддона. Сохранить различие этикеточной датировки и неопределённости описания.,Есть адрес предметной карточки; сверить содержание и медиа,False,False
